FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|CENSUS_CODE|CENSUS_CLASS_CODE|GSA_CODE|OPM_CODE|STATE_NUMERIC|STATE_ALPHA|COUNTY_SEQUENCE|COUNTY_NUMERIC|COUNTY_NAME|PRIMARY_LATITUDE|PRIMARY_LONGITUDE|DATE_CREATED|DATE_EDITED
444002|Springboro|Populated Place|72070|U6|||18|IN|1|181|White|40.5944814|-86.7758429|02/14/1979|11/19/2014
444008|Springersville|Populated Place|72098|U6|||18|IN|1|041|Fayette|39.6572701|-85.0538515|02/14/1979|
444009|Springfield|Populated Place|72160|U6|||18|IN|1|091|LaPorte|41.7153192|-86.7775264|02/14/1979|
444010|Springfield|Populated Place|72188|U6|||18|IN|1|129|Posey|38.0425443|-87.8703048|02/14/1979|
444015|Springport|Populated Place|72332|P1|4680|184680065|18|IN|1|065|Henry|40.0475457|-85.3941377|02/14/1979|03/20/2008
444017|Springtown|Populated Place|72350|U6|||18|IN|1|063|Hendricks|39.7022685|-86.6061126|02/14/1979|
444019|Springville|Populated Place|72386|U6|||18|IN|1|091|LaPorte|41.68532|-86.7366913|02/14/1979|
444041|Stacer|Populated Place|72494|U6|||18|IN|1|163|Vanderburgh|38.1486547|-87.566686|02/14/1979|
444044|Stafford Center|Populated Place|72540|U6|||18|IN|1|033|DeKalb|41.4083838|-84.8319045|02/14/1979|
444058|Standard|Populated Place|72566|U6|||18|IN|1|153|Sullivan|39.1964297|-87.3891858|02/14/1979|
444059|Stanford|Populated Place|72584|U6|4694|184694105|18|IN|1|105|Monroe|39.089769|-86.6666675|02/14/1979|
444060|Stanley|Populated Place|72595|U6|||18|IN|1|173|Warrick|38.1644908|-87.3550108|02/14/1979|
444071|Star City|Populated Place|72638|U5|4698|184698131|18|IN|1|131|Pulaski|40.9719853|-86.5561179|02/14/1979|11/19/2014
444073|Star Mill|Populated Place|72685|U6|||18|IN|1|087|LaGrange|41.7453285|-85.4374808|02/14/1979|
444077|Starlight|Populated Place|72674|U6|||18|IN|1|019|Clark|38.415064|-85.8924684|02/14/1979|
444087|State Line|Populated Place|72728|U6|||18|IN|1|167|Vigo|39.4369805|-87.5294672|02/14/1979|
444102|Stavetown|Populated Place|72818|U6|||18|IN|1|047|Franklin|39.4108844|-85.0099596|02/14/1979|
444103|Steam Corner|Populated Place|72836|U6|||18|IN|1|045|Fountain|40.0428181|-87.2433434|02/14/1979|
444104|Stearleyville|Populated Place|72854|U6|||18|IN|1|021|Clay|39.445042|-87.0614029|02/14/1979|
444123|Stendal|Populated Place|72980|U6|4712|184712125|18|IN|1|125|Pike|38.2667177|-87.1444478|02/14/1979|
444132|Sterling Heights|Populated Place|73045|U6|||18|IN|1|097|Marion|39.7425444|-86.284157|02/14/1979|
444135|Steubenville|Populated Place|73106|U6|||18|IN|1|151|Steuben|41.5322726|-85.0227436|02/14/1979|
444139|Stevenson|Populated Place|73124|U6|||18|IN|1|173|Warrick|38.01671|-87.4333446|02/14/1979|11/19/2014
444145|Stewart|Populated Place|73142|U6|||18|IN|1|171|Warren|40.3600365|-87.4725169|02/14/1979|
444158|Stewartsville|Populated Place|73160|U6|4715|184715129|18|IN|1|129|Posey|38.1847672|-87.8328061|02/14/1979|11/19/2014
444163|Stilesville|Populated Place|73178|P1|4720|184720063|18|IN|1|063|Hendricks|39.6383798|-86.6336135|02/14/1979|03/20/2008
444166|Stillwell|Populated Place|73214|U6|||18|IN|1|091|LaPorte|41.5558774|-86.6027957|02/14/1979|
444169|Stines Mill Corner|Populated Place|73225|U6|||18|IN|1|109|Morgan|39.4758811|-86.372771|02/14/1979|
444170|Stinesville|Populated Place|73232|P1|4730|184730105|18|IN|1|105|Monroe|39.2986569|-86.6522243|02/14/1979|03/20/2008
444180|Stockdale|Populated Place|73286|U6|||18|IN|1|169|Wabash|40.9150433|-85.9441574|02/14/1979|
444180|Stockdale|Populated Place|73286|U6|||18|IN|2|103|Miami|40.9150433|-85.9441574|02/14/1979|
444182|Stockport|Populated Place|73295|U6|||18|IN|1|035|Delaware|40.3208757|-85.4605275|02/14/1979|
444184|Stockwell|Populated Place|73340|U5|4735|184735157|18|IN|1|157|Tippecanoe|40.2861471|-86.7708395|02/14/1979|11/19/2014
444195|Stone|Populated Place|73358|U6|||18|IN|1|135|Randolph|40.2367107|-85.0044119|02/14/1979|11/19/2014
444206|Stone Head|Populated Place|73448|U6|||18|IN|1|013|Brown|39.1300503|-86.1588783|02/14/1979|
444214|Stoneburner Landing|Populated Place|73394|U6|||18|IN|1|085|Kosciusko|41.2850453|-85.7766558|02/14/1979|
444217|Stones Crossing|Populated Place|73466|U6|||18|IN|1|081|Johnson|39.5778252|-86.1591541|02/14/1979|11/19/2014
444223|Stonington|Populated Place|73484|U6|||18|IN|1|093|Lawrence|38.7317201|-86.3674875|02/14/1979|
444229|Stony Lonesome|Populated Place|73592|U6|||18|IN|1|005|Bartholomew|39.2008841|-86.062216|02/14/1979|
444232|Stony Ridge|Populated Place|73610|U6|||18|IN|1|085|Kosciusko|41.3272683|-85.7769338|02/14/1979|
444264|Straughn|Populated Place|73664|P1|4740|184740065|18|IN|1|065|Henry|39.8089351|-85.2913559|02/14/1979|11/19/2014
444266|Strawtown|Populated Place|73682|U6|||18|IN|1|057|Hamilton|40.1233709|-85.9444271|02/14/1979|
444268|Stringtown|Populated Place|73754|U6|||18|IN|1|137|Ripley|39.098388|-85.1632911|02/14/1979|
444269|Stringtown|Populated Place|73770|U6|||18|IN|1|163|Vanderburgh|38.0208756|-87.5616829|02/14/1979|
444270|Stringtown|Populated Place|73762|U6|||18|IN|1|153|Sullivan|39.0533766|-87.297516|02/14/1979|
444271|Stringtown|Populated Place|73736|U6|||18|IN|1|059|Hancock|39.788099|-85.7080327|02/14/1979|
444272|Stringtown|Populated Place|73700|U6|||18|IN|1|011|Boone|40.0817072|-86.4766681|02/14/1979|
444274|Stroh|Populated Place|73790|U6|4745|184745087|18|IN|1|087|LaGrange|41.581439|-85.1994171|02/14/1979|
444312|Sugar Creek|Populated Place|73934|U6|||18|IN|1|145|Shelby|39.6406016|-85.9130369|02/14/1979|
444338|Sugar Grove|Populated Place|73980|U6|||18|IN|1|061|Harrison|38.1178481|-85.9110755|02/14/1979|
444366|Sullivan|Populated Place|74006|P1|4750|184750153|18|IN|1|153|Sullivan|39.0953199|-87.4058525|02/14/1979|03/20/2008
444380|Sulphur Springs|Populated Place|74060|P1|4760|184760065|18|IN|1|065|Henry|40.0047684|-85.4427506|02/14/1979|03/20/2008
444384|Suman|Populated Place|74070|U6|||18|IN|1|127|Porter|41.5428173|-87.00003|02/14/1979|11/19/2014
444386|Sumava Resorts|Populated Place|74078|U6|4769|184769111|18|IN|1|111|Newton|41.1664238|-87.4391996|02/14/1979|11/19/2014
444390|Summit|Populated Place|74083|U6|||18|IN|1|055|Greene|39.0311553|-87.1994577|02/14/1979|
444391|Summit|Populated Place|74087|U6|||18|IN|1|063|Hendricks|39.6881018|-86.5366657|02/14/1979|
444392|Summit|Populated Place|74090|U6|||18|IN|1|091|LaPorte|41.6430971|-86.7975256|02/14/1979|
444393|Summit|Populated Place|74080|U6|||18|IN|1|033|DeKalb|41.513106|-85.0260772|02/14/1979|
444396|Summit Grove|Populated Place|74096|U6|||18|IN|1|165|Vermillion|39.7244822|-87.3891843|02/14/1979|
444402|Summitville|Populated Place|74132|P1|4770|184770095|18|IN|1|095|Madison|40.3386516|-85.6444199|02/14/1979|06/25/2011
444405|Sun Down|Populated Place|74140|U6|||18|IN|1|097|Marion|39.7258769|-85.9897042|02/14/1979|
444409|Sundown Manor|Populated Place|74150|U6|||18|IN|1|109|Morgan|39.5839357|-86.378049|02/14/1979|
444410|Sunman|Populated Place|74168|P1|4780|184780137|18|IN|1|137|Ripley|39.2369971|-85.0946809|02/14/1979|03/20/2008
444412|Sunny Slopes|Populated Place|74280|U6|||18|IN|1|105|Monroe|39.1319919|-86.5311078|02/14/1979|
444414|Sunnybrook Acres|Populated Place|74186|U6|||18|IN|1|003|Allen|41.1561599|-85.071914|02/14/1979|
444415|Sunnymeadow|Populated Place|74222|U6|||18|IN|1|003|Allen|41.1311597|-85.0952478|02/14/1979|
444416|Sunnymede|Populated Place|74258|U4|||18|IN|1|169|Wabash|40.8080988|-85.841653|02/14/1979|
444417|Sunnymede Woods|Populated Place|74276|U6|||18|IN|1|003|Allen|41.0653262|-85.0660801|02/14/1979|
444420|Sunrise Beach|Populated Place|74294|U6|||18|IN|1|085|Kosciusko|41.4028255|-85.686654|02/14/1979|
444431|Sunset Parkway|Populated Place|74330|U4|||18|IN|1|071|Jackson|38.9633866|-85.9058109|02/14/1979|
444432|Sunset Village|Populated Place|74348|U6|||18|IN|1|019|Clark|38.4570089|-85.5344047|02/14/1979|
444433|Sunshine Gardens|Populated Place|74366|U4|||18|IN|1|097|Marion|39.6881006|-86.2110993|02/14/1979|
444434|Sunview|Populated Place|74384|U6|||18|IN|1|095|Madison|39.9489291|-85.8399796|02/14/1979|
444435|Spurgeon|Populated Place|72440|P1|4690|184690125|18|IN|1|125|Pike|38.2522716|-87.2572298|02/14/1979|03/20/2008
444436|Surprise|Populated Place|74402|U6|||18|IN|1|071|Jackson|38.9706079|-86.0588714|02/14/1979|
444437|Surrey|Populated Place|74410|U6|||18|IN|1|073|Jasper|40.9980922|-87.2003031|02/14/1979|
444438|Survant|Populated Place|74415|U6|||18|IN|1|125|Pike|38.3739393|-87.1552839|02/14/1979|
444453|Swalls|Populated Place|74438|U6|||18|IN|1|167|Vigo|39.4603161|-87.2889068|02/14/1979|
444465|Swanington|Populated Place|74492|U6|4785|184785007|18|IN|1|007|Benton|40.5833708|-87.277239|02/14/1979|11/19/2014
444470|Swanville|Populated Place|74500|U6|||18|IN|1|077|Jefferson|38.6864485|-85.5585727|02/14/1979|
444475|Swayzee|Populated Place|74510|P1|4790|184790053|18|IN|1|053|Grant|40.5083719|-85.8255378|02/14/1979|03/20/2008
444483|Sweetser|Populated Place|74546|P1|4795|184795053|18|IN|1|053|Grant|40.5719842|-85.7691477|02/14/1979|03/20/2008
444502|Switz City|Populated Place|74582|P1|4800|184800055|18|IN|1|055|Greene|39.035|-87.053|02/14/1979|11/19/2014
444505|Sycamore|Populated Place|74600|U6|||18|IN|1|067|Howard|40.4942052|-85.9194297|02/14/1979|11/19/2014
444512|Sycamore Ford|Populated Place|74610|U6|||18|IN|1|107|Montgomery|39.9583767|-87.046676|02/14/1979|
444519|Sylvan Manor|Populated Place|74708|U6|||18|IN|1|127|Porter|41.4589276|-87.1075309|02/14/1979|
444521|Sylvania|Populated Place|74690|U6|||18|IN|1|121|Parke|39.9189289|-87.2944572|02/14/1979|
444528|Syndicate|Populated Place|74726|U6|||18|IN|1|165|Vermillion|39.617259|-87.4141859|02/14/1979|
444529|Syracuse|Populated Place|74744|P1|4810|184810085|18|IN|1|085|Kosciusko|41.4278257|-85.7524895|02/14/1979|03/20/2008
444533|Tab|Populated Place|74780|U6|||18|IN|1|171|Warren|40.4111475|-87.4727954|02/14/1979|
444535|Tabertown|Populated Place|74798|U4|||18|IN|1|167|Vigo|39.4947605|-87.2530731|02/14/1979|
444544|Taggart|Populated Place|74820|U6|||18|IN|1|013|Brown|39.2617163|-86.1388826|02/14/1979|
444550|Talbot|Populated Place|74834|U6|||18|IN|1|007|Benton|40.5053141|-87.4541853|02/14/1979|
444555|Talma|Populated Place|74870|U6|||18|IN|1|049|Fulton|41.1539321|-86.1349988|02/14/1979|11/19/2014
444565|Tangier|Populated Place|74924|U6|4813|184813121|18|IN|1|121|Parke|39.9192063|-87.318069|02/14/1979|11/19/2014
444566|Tanglewood|Populated Place|74942|U4|||18|IN|1|003|Allen|41.073382|-85.0044122|02/14/1979|
444580|Taylor|Populated Place|75068|U6|||18|IN|1|157|Tippecanoe|40.3403141|-86.9336198|02/14/1979|11/19/2014
444588|Taylor Corner|Populated Place|75080|U6|||18|IN|1|107|Montgomery|40.0250432|-87.0161195|02/14/1979|
444589|Taylor Corner|Populated Place|75075|U6|||18|IN|1|033|DeKalb|41.4856061|-84.9494079|02/14/1979|
444607|Taylorsville|Populated Place|75104|U5|4817|184817005|18|IN|1|005|Bartholomew|39.2958844|-85.9508264|02/14/1979|11/19/2014
444612|Tecumseh|Populated Place|75176|U5|4818|184818167|18|IN|1|167|Vigo|39.563092|-87.4216866|02/14/1979|01/29/2011
444613|Tecumseh|Populated Place|75158|U4|||18|IN|1|157|Tippecanoe|40.3928135|-86.8683419|02/14/1979|
444619|Tee Lake|Populated Place|75212|U6|||18|IN|1|091|LaPorte|41.7169871|-86.6900237|02/14/1979|
444620|Teegarden|Populated Place|75194|U6|4819|184819099|18|IN|1|099|Marshall|41.4650457|-86.3775092|02/14/1979|
444624|Tefft|Populated Place|75230|U6|||18|IN|1|073|Jasper|41.1986503|-86.9739114|02/14/1979|11/19/2014
444626|Temple|Populated Place|75266|U6|||18|IN|1|025|Crawford|38.344505|-86.4158153|02/14/1979|11/19/2014
444630|Templeton|Populated Place|75284|U6|4825|184825007|18|IN|1|007|Benton|40.5128139|-87.2077922|02/14/1979|
444641|Tennyson|Populated Place|75302|P1|4830|184830173|18|IN|1|173|Warrick|38.082272|-87.1183337|02/14/1979|03/20/2008
444644|Terhune|Populated Place|75338|U6|||18|IN|1|011|Boone|40.1653153|-86.2802734|02/14/1979|11/19/2014
444647|Terrace Bay|Populated Place|75356|U6|||18|IN|1|015|Carroll|40.7150387|-86.7461222|02/14/1979|
444648|Terre Haute|Populated Place|75428|P1|4840|184840167|18|IN|1|167|Vigo|39.4667034|-87.4139092|02/14/1979|03/20/2008
444649|Terre Town|Populated Place|75446|U4|||18|IN|1|167|Vigo|39.5175368|-87.3752973|02/14/1979|
444655|Tetersburg|Populated Place|75482|U6|||18|IN|1|159|Tipton|40.2753149|-86.1511025|02/14/1979|
444658|Texas|Populated Place|75500|U4|||18|IN|1|029|Dearborn|39.0475581|-84.8935621|02/14/1979|
444661|Thayer|Populated Place|75518|U6|4845|184845111|18|IN|1|111|Newton|41.173369|-87.3336426|02/14/1979|
444685|Thomas|Populated Place|75536|U6|||18|IN|1|027|Daviess|38.6128263|-87.2316794|02/14/1979|
444697|Thomaston|Populated Place|75572|U6|||18|IN|1|091|LaPorte|41.3783745|-86.8141878|02/14/1979|
444737|Thorntown|Populated Place|75626|P1|4850|184850011|18|IN|1|011|Boone|40.1294839|-86.6066706|02/14/1979|03/20/2008
444749|Thurman|Populated Place|75644|U6|||18|IN|1|003|Allen|41.1200489|-85.0041346|02/14/1979|11/19/2014
444756|Tilden|Populated Place|75662|U6|||18|IN|1|063|Hendricks|39.8214332|-86.4388858|02/14/1979|
444761|Tillman|Populated Place|75698|U6|||18|IN|1|003|Allen|41.0242153|-84.8932977|02/14/1979|11/19/2014
444763|Timbercrest|Populated Place|75734|U6|||18|IN|1|003|Allen|41.0172695|-85.3149738|02/14/1979|
444764|Timberhurst|Populated Place|75770|U6|||18|IN|1|087|LaGrange|41.546439|-85.2185847|02/14/1979|
444774|Tiosa|Populated Place|75806|U6|||18|IN|1|049|Fulton|41.1528206|-86.2055562|02/14/1979|11/19/2014
444784|Tipton|Populated Place|75986|P1|4860|184860159|18|IN|1|159|Tipton|40.2822598|-86.041098|02/14/1979|11/19/2014
444787|Titus|Populated Place|76010|U6|||18|IN|1|061|Harrison|38.0542347|-86.2560843|02/14/1979|
444789|Toad Hop|Populated Place|76022|U5|||18|IN|1|167|Vigo|39.4589251|-87.4636324|02/14/1979|01/29/2011
444792|Tobinsport|Populated Place|76058|U6|4864|184864123|18|IN|1|123|Perry|37.8525572|-86.6355393|02/14/1979|11/19/2014
444793|Tocsin|Populated Place|76076|U6|4867|184867179|18|IN|1|179|Wells|40.830325|-85.1091362|02/14/1979|
444801|Toll Gate Heights|Populated Place|76148|U6|||18|IN|1|179|Wells|40.7572691|-85.1658033|02/14/1979|
444804|Tolleston|Populated Place|76130|U4|||18|IN|1|089|Lake|41.5930918|-87.3661497|02/14/1979|06/25/2011
444816|Topeka|Populated Place|76184|P1|4870|184870087|18|IN|1|087|LaGrange|41.5392165|-85.5397059|02/14/1979|03/20/2008
444820|Toto|Populated Place|76202|U6|||18|IN|1|149|Starke|41.2594853|-86.698071|02/14/1979|
444828|Town Hill|Populated Place|76230|U6|||18|IN|1|013|Brown|39.1981044|-86.2466566|02/14/1979|
444832|Town of Pines|Populated Place|76256|P1|4872|184872127|18|IN|1|127|Porter|41.6819829|-86.960309|02/14/1979|03/20/2008
444836|Townley|Populated Place|76238|U6|||18|IN|1|003|Allen|41.0181042|-84.8638525|02/14/1979|
444845|Tracy|Populated Place|76274|U6|4873|184873091|18|IN|1|091|LaPorte|41.4853211|-86.682519|02/14/1979|11/19/2014
444849|Traders Point|Populated Place|76292|U4|4875|184875097|18|IN|1|097|Marion|39.8936528|-86.3027709|02/14/1979|
444851|Trafalgar|Populated Place|76310|P1|4880|184880081|18|IN|1|081|Johnson|39.4161604|-86.150823|02/14/1979|11/19/2014
444853|Trail Creek|Populated Place|76328|P1|4890|184890091|18|IN|1|091|LaPorte|41.6983734|-86.8591952|02/14/1979|11/19/2014
444860|Travisville|Populated Place|76364|U6|||18|IN|1|179|Wells|40.6919908|-85.2080263|02/14/1979|
444864|Treaty|Populated Place|76382|U6|||18|IN|1|169|Wabash|40.724487|-85.7824834|02/14/1979|11/19/2014
444868|Tree Spring|Populated Place|76405|U6|||18|IN|1|165|Vermillion|40.0967045|-87.4330703|02/14/1979|
444869|Tremont|Populated Place|76410|U6|||18|IN|1|097|Marion|39.7675442|-86.315825|02/14/1979|
444870|Tremont|Populated Place|76418|U6|4895|184895127|18|IN|1|127|Porter|41.6486491|-87.0436439|02/14/1979|11/19/2014
444871|Trenton|Populated Place|76436|U6|||18|IN|1|009|Blackford|40.4500442|-85.2388604|02/14/1979|11/19/2014
444872|Trevlac|Populated Place|76472|U6|||18|IN|1|013|Brown|39.2656033|-86.336937|02/14/1979|11/19/2014
444874|Tri-Lakes|Populated Place|76526|U5|||18|IN|1|183|Whitley|41.2458802|-85.4419238|02/14/1979|03/20/2008
444879|Trails End|Populated Place|76336|U6|||18|IN|1|057|Hamilton|39.9542045|-86.0658191|02/14/1979|
444884|Trilobi Hills|Populated Place|76544|U4|||18|IN|1|097|Marion|39.879206|-85.9966496|02/14/1979|
444890|Trinity|Populated Place|76562|U6|||18|IN|1|075|Jay|40.5425461|-84.8485756|02/14/1979|
444924|Troy|Populated Place|76634|P1|4900|184900123|18|IN|1|123|Perry|37.9953335|-86.7977672|02/14/1979|03/20/2008
444945|Tulip|Populated Place|76688|U6|||18|IN|1|055|Greene|39.0819899|-86.886673|02/14/1979|
444950|Tunker|Populated Place|76706|U6|||18|IN|1|183|Whitley|41.0486569|-85.5574799|02/14/1979|11/19/2014
444956|Tunnelton|Populated Place|76742|U6|4903|184903093|18|IN|1|093|Lawrence|38.7686641|-86.342765|02/14/1979|
444959|Turkey Creek|Populated Place|76770|U6|||18|IN|1|151|Steuben|41.5558835|-85.1708049|02/14/1979|
444971|Turkey Creek Meadows|Populated Place|76778|U4|||18|IN|1|089|Lake|41.4953143|-87.3433698|02/14/1979|
444989|Turner|Populated Place|76832|U6|||18|IN|1|021|Clay|39.4983734|-87.1602939|02/14/1979|11/19/2014
444995|Turpin Hill|Populated Place|76860|U6|||18|IN|1|173|Warrick|38.1422696|-87.2902854|02/14/1979|
445000|Twelve Mile|Populated Place|76886|U6|4905|184905017|18|IN|1|017|Cass|40.8664299|-86.225275|02/14/1979|11/19/2014
445001|Twelve Points|Populated Place|76904|U4|||18|IN|1|167|Vigo|39.4922587|-87.3977979|02/14/1979|
445006|Twin Beach|Populated Place|76910|U6|||18|IN|1|021|Clay|39.5180949|-87.2050166|02/14/1979|
445034|Ulen|Populated Place|77066|P1|4910|184910011|18|IN|1|011|Boone|40.0630964|-86.4644453|02/14/1979|03/20/2008
445042|Underwood|Populated Place|77084|U6|4917|184917019|18|IN|1|019|Clark|38.6036712|-85.7744112|02/14/1979|11/19/2014
445046|Union|Populated Place|77552|U6|||18|IN|1|125|Pike|38.4653254|-87.4347408|02/14/1979|
445070|Union Center|Populated Place|77759|U6|||18|IN|1|091|LaPorte|41.4842103|-86.6397399|02/14/1979|
445119|Union City|Populated Place|77768|P1|4920|184920135|18|IN|1|135|Randolph|40.201991|-84.8091287|02/14/1979|03/20/2008
445130|Union Mills|Populated Place|77804|U6|4934|184934091|18|IN|1|091|LaPorte|41.4930982|-86.7775221|02/14/1979|
445136|Uniondale|Populated Place|77786|P1|4930|184930179|18|IN|1|179|Wells|40.8306028|-85.2416379|02/14/1979|03/20/2008
445137|Unionport|Populated Place|77822|U6|||18|IN|1|135|Randolph|40.1208783|-85.0963553|02/14/1979|
445138|Uniontown|Populated Place|77840|U6|4935|184935071|18|IN|1|071|Jackson|38.8458886|-85.8258054|02/14/1979|
445140|Unionville|Populated Place|77894|U6|4936|184936105|18|IN|1|105|Monroe|39.2300474|-86.4161054|02/14/1979|11/19/2014
445146|Universal|Populated Place|77912|P1|4940|184940165|18|IN|1|165|Vermillion|39.621703|-87.4514088|02/14/1979|11/19/2014
445147|University Heights|Populated Place|77948|U4|||18|IN|1|097|Marion|39.7047667|-86.1344304|02/14/1979|
445158|Upland|Populated Place|77966|P1|4950|184950053|18|IN|1|053|Grant|40.4755974|-85.4944168|02/14/1979|03/20/2008
445175|Upper Sunset Park|Populated Place|78002|U6|||18|IN|1|015|Carroll|40.7250388|-86.754456|02/14/1979|
445176|Upton|Populated Place|78020|U6|||18|IN|1|129|Posey|37.9644894|-87.9616958|02/14/1979|
445177|Urbana|Populated Place|78056|U6|4952|184952169|18|IN|1|169|Wabash|40.8983773|-85.7927634|02/14/1979|
445178|Urmeyville|Populated Place|78074|U6|||18|IN|1|081|Johnson|39.5219941|-85.9852615|02/14/1979|
445180|Utah|Populated Place|78092|U4|||18|IN|1|029|Dearborn|39.0608911|-84.8980069|02/14/1979|
445181|Utica|Populated Place|78110|P1|4953|184953019|18|IN|1|019|Clark|38.3336795|-85.6535729|02/14/1979|03/20/2008
445187|Valentine|Populated Place|78164|U6|||18|IN|1|087|LaGrange|41.5903279|-85.3869234|02/14/1979|
445191|Valley Brook|Populated Place|78218|U4|||18|IN|1|169|Wabash|40.8055988|-85.8444307|02/14/1979|
445195|Valley City|Populated Place|78236|U6|||18|IN|1|061|Harrison|38.093957|-86.2227504|02/14/1979|
445198|Valley Mills|Populated Place|78254|U6|||18|IN|1|097|Marion|39.6911563|-86.2772124|02/14/1979|11/19/2014
445200|Vallonia|Populated Place|78290|U5|4955|184955071|18|IN|1|071|Jackson|38.8469981|-86.097759|02/14/1979|01/29/2011
445203|Van Buren|Populated Place|78470|P1|4970|184970053|18|IN|1|053|Grant|40.6172654|-85.5046957|02/14/1979|11/19/2014
445205|Van Buren Park|Populated Place|78596|U6|||18|IN|1|105|Monroe|39.1358804|-86.5808317|02/14/1979|
445212|Van Loon|Populated Place|78650|U6|||18|IN|1|089|Lake|41.5683692|-87.4228171|02/14/1979|
445215|Van Nuys|Populated Place|78675|U6|||18|IN|1|065|Henry|39.9600464|-85.3538582|02/14/1979|
445220|Vanada|Populated Place|78355|U6|||18|IN|1|173|Warrick|37.9322667|-87.3644514|02/14/1979|
445224|Vandalia|Populated Place|78614|U6|||18|IN|1|119|Owen|39.3125441|-86.8661194|02/14/1979|
445229|Vanmeter Park|Populated Place|78668|U6|||18|IN|1|131|Pulaski|41.0858745|-86.5680644|02/14/1979|
445235|Vaughan|Populated Place|78686|U6|||18|IN|1|163|Vanderburgh|37.9014313|-87.6302941|02/14/1979|
445238|Vawter Park|Populated Place|78704|U6|||18|IN|1|085|Kosciusko|41.3875475|-85.6924873|02/14/1979|
445242|Velpen|Populated Place|78758|U6|4985|184985125|18|IN|1|125|Pike|38.3553289|-87.1019481|02/14/1979|
445252|Vermont|Populated Place|78830|U6|||18|IN|1|067|Howard|40.4992051|-86.0319335|02/14/1979|
445253|Verne|Populated Place|78848|U6|||18|IN|1|083|Knox|38.636714|-87.4294631|02/14/1979|
445255|Vernon|Populated Place|78902|P1|5000|185000079|18|IN|1|079|Jennings|38.9847765|-85.609412|02/14/1979|03/20/2008
445260|Versailles|Populated Place|78974||5010|185010137|18|IN|1|137|Ripley|39.0719988|-85.2519035|02/14/1979|12/06/2013
445264|Vesta|Populated Place|78992|U6|||18|IN|1|019|Clark|38.4850636|-85.5505162|02/14/1979|
445270|Vevay|Populated Place|79010|P1|5020|185020155|18|IN|1|155|Switzerland|38.7478401|-85.0671725|02/14/1979|11/19/2014
445273|Vicksburg|Populated Place|79028|U6|5022|185022055|18|IN|1|055|Greene|39.090599|-87.1980692|02/14/1979|11/19/2014
445274|Victor|Populated Place|79046|U6|||18|IN|1|105|Monroe|39.0608811|-86.580831|02/14/1979|
445276|Victoria|Populated Place|79064|U6|||18|IN|1|055|Greene|39.0464328|-87.2227918|02/14/1979|
445284|Vienna|Populated Place|79082|U6|5023|185023143|18|IN|1|143|Scott|38.6489481|-85.7688559|02/14/1979|
445288|Vigo|Populated Place|79136|U6|5025|185025167|18|IN|1|167|Vigo|39.2872608|-87.5372453|02/14/1979|
445291|Vilas|Populated Place|79154|U6|||18|IN|1|119|Owen|39.1700449|-86.8400063|02/14/1979|11/19/2014
445300|Vincennes|Populated Place|79208|P1|5030|185030083|18|IN|1|083|Knox|38.6772691|-87.5286325|02/14/1979|11/19/2014
445305|Vine|Populated Place|79219|U6|||18|IN|1|045|Fountain|40.2950372|-87.1350093|02/14/1979|
445311|Virgie|Populated Place|79221|U6|||18|IN|1|073|Jasper|41.1153148|-87.1800271|02/14/1979|
445313|Vistula|Populated Place|79226|U6|||18|IN|1|039|Elkhart|41.7492173|-85.728047|02/14/1979|11/19/2014
445314|Vivalia|Populated Place|79235|U6|||18|IN|1|133|Putnam|39.6775439|-87.0122345|02/14/1979|
445314|Vivalia|Populated Place|79235|U6|||18|IN|2|121|Parke|39.6775439|-87.0122345|02/14/1979|
445316|Volga|Populated Place|79244|U6|||18|IN|1|077|Jefferson|38.783947|-85.5180169|02/14/1979|
445317|Vollmer|Populated Place|79250|U6|||18|IN|1|083|Knox|38.5475473|-87.5200217|02/14/1979|
445326|Wa-Will-Away Park|Populated Place|81550|U6|||18|IN|1|085|Kosciusko|41.2900454|-85.7780448|02/14/1979|
445327|Wabash|Populated Place|79370|P1|5040|185040169|18|IN|1|169|Wabash|40.797821|-85.8205411|02/14/1979|03/20/2008
445334|Wabash Shores|Populated Place|79406|U4|||18|IN|1|157|Tippecanoe|40.4492018|-86.9108437|02/14/1979|
445337|Waco|Populated Place|79415|U6|||18|IN|1|027|Daviess|38.5353282|-87.0402828|02/14/1979|
445342|Wadena|Populated Place|79424|U6|||18|IN|1|007|Benton|40.6933723|-87.2766862|02/14/1979|
445343|Wadesville|Populated Place|79442|U6|5045|185045129|18|IN|1|129|Posey|38.1025438|-87.7861367|02/14/1979|11/19/2014
445355|Mount Zion|Populated Place|79470|U6|||18|IN|1|049|Fulton|41.0142092|-86.1491642|02/14/1979|01/17/2007
445359|Wake Robin Fields|Populated Place|79532|U6|||18|IN|1|127|Porter|41.6150385|-87.0261429|02/14/1979|
445360|Wakefield|Populated Place|79487|U6|||18|IN|1|077|Jefferson|38.78728|-85.5599625|02/14/1979|
445361|Wakeland|Populated Place|79514|U6|||18|IN|1|109|Morgan|39.4692137|-86.5752774|02/14/1979|
445363|Wakeville Village|Populated Place|79540|U6|||18|IN|1|113|Noble|41.4631053|-85.2569196|02/14/1979|
445364|Wald View|Populated Place|79595|U6|||18|IN|1|089|Lake|41.400314|-87.3547576|02/14/1979|
